蛍	名詞,一般,*,*,*,*,蛍,ホタル,ホタル
）	記号,括弧閉,*,*,*,*,）,）,）
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
⇒	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
A	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
Ab	名詞,一般,*,*,*,*,*
8	名詞,数,*,*,*,*,*
dtm	名詞,一般,*,*,*,*,*
5	名詞,数,*,*,*,*,*
V	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
ht	名詞,一般,*,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
さん	名詞,接尾,人名,*,*,*,さん,サン,サン
宇宙	名詞,一般,*,*,*,*,宇宙,ウチュウ,ウチュー
開発	名詞,サ変接続,*,*,*,*,開発,カイハツ,カイハツ
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
オカザキー	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
sato	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
miki	名詞,一般,*,*,*,*,*
626	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
急い	動詞,自立,*,*,五段・ガ行,連用タ接続,急ぐ,イソイ,イソイ
で	助詞,接続助詞,*,*,*,*,で,デ,デ
帰宅	名詞,サ変接続,*,*,*,*,帰宅,キタク,キタク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
テレビ	名詞,一般,*,*,*,*,テレビ,テレビ,テレビ
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ
てる	動詞,非自立,*,*,一段,基本形,てる,テル,テル
。	記号,句点,*,*,*,*,。,。,。
。	記号,句点,*,*,*,*,。,。,。
😱	記号,一般,*,*,*,*,*
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ
勝利	名詞,サ変接続,*,*,*,*,勝利,ショウリ,ショーリ
🙏🙏	記号,一般,*,*,*,*,*
得点	名詞,サ変接続,*,*,*,*,得点,トクテン,トクテン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ
！！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
GoalJP	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
Official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
🇯🇵	記号,一般,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
、	記号,読点,*,*,*,*,、,、,、
待望	名詞,サ変接続,*,*,*,*,待望,タイボウ,タイボー
の	助詞,連体化,*,*,*,*,の,ノ,ノ
初	接頭詞,名詞接続,*,*,*,*,初,ハツ,ハツ
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
乾	名詞,固有名詞,人名,姓,*,*,乾,イヌイ,イヌイ
貴士	名詞,固有名詞,人名,名,*,*,貴士,タカシ,タカシ
！	記号,一般,*,*,*,*,！,！,！
強烈	名詞,形容動詞語幹,*,*,*,*,強烈,キョウレツ,キョーレツ
ミドル	名詞,一般,*,*,*,*,ミドル,ミドル,ミドル
で	助詞,格助詞,一般,*,*,*,で,デ,デ
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
同点	名詞,一般,*,*,*,*,同点,ドウテン,ドーテン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
・	記号,一般,*,*,*,*,・,・,・
続け	動詞,自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
2	名詞,数,*,*,*,*,*
ゴール	名詞,一般,*,*,*,*,ゴール,ゴール,ゴール
目	名詞,接尾,一般,*,*,*,目,メ,メ
も	助詞,係助詞,*,*,*,*,も,モ,モ
決まり	動詞,自立,*,*,五段・ラ行,連用形,決まる,キマリ,キマリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
samuraiblue	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ロシア	名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
W	名詞,一般,*,*,*,*,*
杯	名詞,接尾,一般,*,*,*,杯,ハイ,ハイ
#	名詞,サ変接続,*,*,*,*,*
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
#	名詞,サ変接続,*,*,*,*,*
西野	名詞,固有名詞,人名,姓,*,*,西野,ニシノ,ニシノ
ジャパン	名詞,固有名詞,地域,国,*,*,ジャパン,ジャパン,ジャパン
詳細	名詞,形容動詞語幹,*,*,*,*,詳細,ショウサイ,ショーサイ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
こちら	名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
👇	記号,一般,*,*,*,*,*
h	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
atlrs	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
official	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
、	記号,読点,*,*,*,*,、,、,、
逆転	名詞,サ変接続,*,*,*,*,逆転,ギャクテン,ギャクテン
！	記号,一般,*,*,*,*,！,！,！
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
サコ	名詞,一般,*,*,*,*,*
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！#	名詞,サ変接続,*,*,*,*,*
antlers	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
kashima	名詞,一般,*,*,*,*,*
植田	名詞,固有名詞,地域,一般,*,*,植田,ウエダ,ウエダ
直通	名詞,サ変接続,*,*,*,*,直通,チョクツウ,チョクツー
、	記号,読点,*,*,*,*,、,、,、
昌子	名詞,固有名詞,人名,姓,*,*,昌子,ショウジ,ショージ
源	名詞,固有名詞,人名,名,*,*,源,ハジメ,ハジメ
、	記号,読点,*,*,*,*,、,、,、
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
岳	名詞,固有名詞,人名,名,*,*,岳,タケシ,タケシ
、	記号,読点,*,*,*,*,、,、,、
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
勇	名詞,固有名詞,人名,名,*,*,勇,イサム,イサム
也	名詞,一般,*,*,*,*,*
！	記号,一般,*,*,*,*,！,！,！
4	名詞,数,*,*,*,*,*
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
揃っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,揃う,ソロッ,ソロッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
アントラーズ	名詞,固有名詞,一般,*,*,*,アントラーズ,アントラーズ,アントラーズ
モバイル	名詞,一般,*,*,*,*,モバイル,モバイル,モバイル
：	記号,一般,*,*,*,*,：,：,：
https	名詞,固有名詞,組織,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
((((	名詞,サ変接続,*,*,*,*,*
;	名詞,サ変接続,*,*,*,*,*
ﾟ	名詞,一般,*,*,*,*,*
д	名詞,一般,*,*,*,*,*
ﾟ	名詞,一般,*,*,*,*,*
)))	名詞,サ変接続,*,*,*,*,*
ｱﾜﾜﾜﾜ	名詞,一般,*,*,*,*,*
岡	名詞,固有名詞,人名,姓,*,*,岡,オカ,オカ
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン
！！！#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
オカ	名詞,一般,*,*,*,*,*
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ
！	記号,一般,*,*,*,*,！,！,！
（	記号,括弧開,*,*,*,*,（,（,（
笑	名詞,固有名詞,人名,名,*,*,笑,エミ,エミ
）	記号,括弧閉,*,*,*,*,）,）,）
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
乾	名詞,一般,*,*,*,*,乾,イヌイ,イヌイ
絶好調	名詞,形容動詞語幹,*,*,*,*,絶好調,ゼッコウチョウ,ゼッコーチョー
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
。	記号,句点,*,*,*,*,。,。,。
。	記号,句点,*,*,*,*,。,。,。
。	記号,句点,*,*,*,*,。,。,。
振り	動詞,自立,*,*,五段・ラ行,連用形,振る,フリ,フリ
抜く	動詞,非自立,*,*,五段・カ行イ音便,基本形,抜く,ヌク,ヌク
必要	名詞,形容動詞語幹,*,*,*,*,必要,ヒツヨウ,ヒツヨー
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
全く	副詞,助詞類接続,*,*,*,*,全く,マッタク,マッタク
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ
だろ	助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,固有名詞,組織,*,*,*,*
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ
岡崎	名詞,固有名詞,人名,姓,*,*,岡崎,オカザキ,オカザキ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
例	名詞,一般,*,*,*,*,例,レイ,レイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
プロフェッショナル	名詞,一般,*,*,*,*,プロフェッショナル,プロフェッショナル,プロフェッショナル
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
不要	名詞,形容動詞語幹,*,*,*,*,不要,フヨウ,フヨー
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
[	名詞,サ変接続,*,*,*,*,*
ご飯	名詞,一般,*,*,*,*,ご飯,ゴハン,ゴハン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
決めよ	動詞,自立,*,*,一段,未然ウ接続,決める,キメヨ,キメヨ
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
]	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
V	名詞,一般,*,*,*,*,*
7	名詞,数,*,*,*,*,*
AzUgnAGc	名詞,固有名詞,組織,*,*,*,*
岡崎	名詞,固有名詞,地域,一般,*,*,岡崎,オカザキ,オカザキ
ww	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
高徳	名詞,一般,*,*,*,*,高徳,コウトク,コートク
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
。	記号,句点,*,*,*,*,。,。,。
　#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
sn	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
soccer	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
】	記号,括弧閉,*,*,*,*,】,】,】
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
2	名詞,数,*,*,*,*,*
-	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
後半	名詞,副詞可能,*,*,*,*,後半,コウハン,コーハン
19	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
、	記号,読点,*,*,*,*,、,、,、
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
3	名詞,数,*,*,*,*,*
枚	名詞,接尾,助数詞,*,*,*,枚,マイ,マイ
目	名詞,接尾,一般,*,*,*,目,メ,メ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
交代	名詞,サ変接続,*,*,*,*,交代,コウタイ,コータイ
カード	名詞,一般,*,*,*,*,カード,カード,カード
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
切り	動詞,自立,*,*,五段・ラ行,連用形,切る,キリ,キリ
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
13	名詞,数,*,*,*,*,*
武藤	名詞,固有名詞,人名,姓,*,*,武藤,ムトウ,ムトー
OUT	名詞,固有名詞,組織,*,*,*,*
→	記号,一般,*,*,*,*,→,→,→
15	名詞,数,*,*,*,*,*
大迫	名詞,固有名詞,人名,姓,*,*,大迫,オオサコ,オーサコ
IN	名詞,固有名詞,組織,*,*,*,*
速報	名詞,サ変接続,*,*,*,*,速報,ソクホウ,ソクホー
⇒	名詞,サ変接続,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
