本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
46	名詞,数,*,*,*,*,*
KwRURtVV	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
chidajunsei	名詞,一般,*,*,*,*,*
3163	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
スタメン	名詞,一般,*,*,*,*,スタメン,スタメン,スタメン
#	名詞,サ変接続,*,*,*,*,*
SAMURAIBLUE	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
https	名詞,一般,*,*,*,*,*
://	名詞,サ変接続,*,*,*,*,*
t	名詞,一般,*,*,*,*,*
.	名詞,サ変接続,*,*,*,*,*
co	名詞,一般,*,*,*,*,*
/	名詞,サ変接続,*,*,*,*,*
PU	名詞,一般,*,*,*,*,*
254	名詞,数,*,*,*,*,*
yMH	名詞,一般,*,*,*,*,*
65	名詞,数,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
minipod	名詞,一般,*,*,*,*,*
800	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
…	記号,一般,*,*,*,*,…,…,…
でも	接続詞,*,*,*,*,*,でも,デモ,デモ
パス	名詞,サ変接続,*,*,*,*,パス,パス,パス
と	助詞,並立助詞,*,*,*,*,と,ト,ト
トラップ	名詞,一般,*,*,*,*,トラップ,トラップ,トラップ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
精度	名詞,一般,*,*,*,*,精度,セイド,セイド
低い	形容詞,自立,*,*,形容詞・アウオ段,基本形,低い,ヒクイ,ヒクイ
…	記号,一般,*,*,*,*,…,…,…
さらに	副詞,助詞類接続,*,*,*,*,さらに,サラニ,サラニ
シュート	名詞,サ変接続,*,*,*,*,シュート,シュート,シュート
も	助詞,係助詞,*,*,*,*,も,モ,モ
弱い	形容詞,自立,*,*,形容詞・アウオ段,基本形,弱い,ヨワイ,ヨワイ
…	記号,一般,*,*,*,*,…,…,…
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー
すりゃ	動詞,自立,*,*,サ変・スル,仮定縮約１,する,スリャ,スリャ
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イイ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
じゃ	助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
ヴァーディ	名詞,一般,*,*,*,*,*
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
い	動詞,自立,*,*,一段,連用形,いる,イ,イ
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー
…	記号,一般,*,*,*,*,…,…,…
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
1	名詞,数,*,*,*,*,*
__	名詞,サ変接続,*,*,*,*,*
K	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
柴崎	名詞,固有名詞,人名,姓,*,*,柴崎,シバザキ,シバザキ
、	記号,読点,*,*,*,*,、,、,、
本田	名詞,固有名詞,組織,*,*,*,本田,ホンダ,ホンダ
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
可能	名詞,形容動詞語幹,*,*,*,*,可能,カノウ,カノー
性	名詞,接尾,一般,*,*,*,性,セイ,セイ
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル
フリー	名詞,一般,*,*,*,*,フリー,フリー,フリー
キック	名詞,サ変接続,*,*,*,*,キック,キック,キック
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
な	助詞,終助詞,*,*,*,*,な,ナ,ナ
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン
過ぎる	動詞,自立,*,*,一段,基本形,過ぎる,スギル,スギル
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
早い	形容詞,自立,*,*,形容詞・アウオ段,基本形,早い,ハヤイ,ハヤイ
！！　#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
クロス	名詞,サ変接続,*,*,*,*,クロス,クロス,クロス
上げ	動詞,自立,*,*,一段,連用形,上げる,アゲ,アゲ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
瞬間	名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
アップ	名詞,サ変接続,*,*,*,*,アップ,アップ,アップ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ
スイッチャー	名詞,一般,*,*,*,*,*
あ	フィラー,*,*,*,*,*,あ,ア,ア
ほや	名詞,一般,*,*,*,*,ほや,ホヤ,ホヤ
ろ	名詞,一般,*,*,*,*,ろ,ロ,ロ
www	名詞,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ
に	助詞,副詞化,*,*,*,*,に,ニ,ニ
一々	副詞,一般,*,*,*,*,一々,イチイチ,イチイチ
止め	動詞,自立,*,*,一段,連用形,止める,トメ,トメ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
戻し	動詞,自立,*,*,五段・サ行,連用形,戻す,モドシ,モドシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
決めつけ	動詞,自立,*,*,一段,連用形,決めつける,キメツケ,キメツケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
www	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
C	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
Mct	名詞,一般,*,*,*,*,*
0	名詞,数,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
香川	名詞,固有名詞,地域,一般,*,*,香川,カガワ,カガワ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
逆境	名詞,一般,*,*,*,*,逆境,ギャッキョウ,ギャッキョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
立っ	動詞,自立,*,*,五段・タ行,連用タ接続,立つ,タッ,タッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ
、	記号,読点,*,*,*,*,、,、,、
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
残し	動詞,自立,*,*,五段・サ行,連用形,残す,ノコシ,ノコシ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
、	記号,読点,*,*,*,*,、,、,、
ドルトムント	名詞,固有名詞,地域,一般,*,*,ドルトムント,ドルトムント,ドルトムント
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
。	記号,句点,*,*,*,*,。,。,。
いま	名詞,副詞可能,*,*,*,*,いま,イマ,イマ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
結果	名詞,副詞可能,*,*,*,*,結果,ケッカ,ケッカ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
出せ	動詞,自立,*,*,一段,未然形,出せる,ダセ,ダセ
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド
、	記号,読点,*,*,*,*,、,、,、
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
舞台	名詞,一般,*,*,*,*,舞台,ブタイ,ブタイ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
ピッチ	名詞,一般,*,*,*,*,ピッチ,ピッチ,ピッチ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
躍動	名詞,サ変接続,*,*,*,*,躍動,ヤクドウ,ヤクドー
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
、	記号,読点,*,*,*,*,、,、,、
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
チャンス	名詞,一般,*,*,*,*,チャンス,チャンス,チャンス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
もの	名詞,一般,*,*,*,*,もの,モノ,モノ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
ほしい	形容詞,非自立,*,*,形容詞・イ段,基本形,ほしい,ホシイ,ホシイ
。	記号,句点,*,*,*,*,。,。,。
香川	名詞,固有名詞,地域,一般,*,*,香川,カガワ,カガワ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
活躍	名詞,サ変接続,*,*,*,*,活躍,カツヤク,カツヤク
なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
予選	名詞,一般,*,*,*,*,予選,ヨセン,ヨセン
突破	名詞,サ変接続,*,*,*,*,突破,トッパ,トッパ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
。	記号,句点,*,*,*,*,。,。,。
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
…	記号,一般,*,*,*,*,…,…,…
RT	名詞,固有名詞,組織,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
GAMBA	名詞,一般,*,*,*,*,*
_	名詞,サ変接続,*,*,*,*,*
OFFICIAL	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
本日	名詞,副詞可能,*,*,*,*,本日,ホンジツ,ホンジツ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
vs	名詞,一般,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
と	助詞,格助詞,一般,*,*,*,と,ト,ト
の	助詞,連体化,*,*,*,*,の,ノ,ノ
国際	名詞,一般,*,*,*,*,国際,コクサイ,コクサイ
親善	名詞,一般,*,*,*,*,親善,シンゼン,シンゼン
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
先発	名詞,サ変接続,*,*,*,*,先発,センパツ,センパツ
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
本	接頭詞,名詞接続,*,*,*,*,本,ホン,ホン
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ
出場	名詞,サ変接続,*,*,*,*,出場,シュツジョウ,シュツジョー
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
向け	動詞,自立,*,*,一段,連用形,向ける,ムケ,ムケ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
素晴らしい	形容詞,自立,*,*,形容詞・イ段,基本形,素晴らしい,スバラシイ,スバラシイ
パフォーマンス	名詞,一般,*,*,*,*,パフォーマンス,パフォーマンス,パフォーマンス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
期待	名詞,サ変接続,*,*,*,*,期待,キタイ,キタイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
！	記号,一般,*,*,*,*,！,！,！
！	記号,一般,*,*,*,*,！,！,！
また	接続詞,*,*,*,*,*,また,マタ,マタ
14	名詞,数,*,*,*,*,*
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ
「	記号,括弧開,*,*,*,*,「,「,「
東口	名詞,一般,*,*,*,*,東口,ヒガシグチ,ヒガシグチ
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
応援	名詞,サ変接続,*,*,*,*,応援,オウエン,オーエン
キャンペーン	名詞,一般,*,*,*,*,キャンペーン,キャンペーン,キャンペーン
」	記号,括弧閉,*,*,*,*,」,」,」
も	助詞,係助詞,*,*,*,*,も,モ,モ
実施	名詞,サ変接続,*,*,*,*,実施,ジッシ,ジッシ
！	記号,一般,*,*,*,*,！,！,！
こちら	名詞,代名詞,一般,*,*,*,こちら,コチラ,コチラ
も	助詞,係助詞,*,*,*,*,も,モ,モ
お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス
！	記号,一般,*,*,*,*,！,！,！
https	名詞,固有名詞,組織,*,*,*,*
:/…	名詞,サ変接続,*,*,*,*,*
森岡	名詞,固有名詞,人名,姓,*,*,森岡,モリオカ,モリオカ
、	記号,読点,*,*,*,*,、,、,、
中島	名詞,固有名詞,人名,姓,*,*,中島,ナカジマ,ナカジマ
、	記号,読点,*,*,*,*,、,、,、
堂	名詞,一般,*,*,*,*,堂,ドウ,ドー
安	名詞,接尾,一般,*,*,*,安,ヤス,ヤス
あたり	名詞,接尾,一般,*,*,*,あたり,アタリ,アタリ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ
期待	名詞,サ変接続,*,*,*,*,期待,キタイ,キタイ
持て	動詞,自立,*,*,一段,連用形,持てる,モテ,モテ
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ん	名詞,非自立,一般,*,*,*,ん,ン,ン
じゃ	助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
？	記号,一般,*,*,*,*,？,？,？
？	記号,一般,*,*,*,*,？,？,？
と	助詞,格助詞,引用,*,*,*,と,ト,ト
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ
て	助詞,接続助詞,*,*,*,*,て,テ,テ
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ
。	記号,句点,*,*,*,*,。,。,。
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
jfa	名詞,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
#	名詞,サ変接続,*,*,*,*,*
J	名詞,一般,*,*,*,*,*
リーグ	名詞,一般,*,*,*,*,リーグ,リーグ,リーグ
#	名詞,サ変接続,*,*,*,*,*
ロシア	名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
ワールドカップ	名詞,固有名詞,一般,*,*,*,ワールドカップ,ワールドカップ,ワールドカップ
#	名詞,サ変接続,*,*,*,*,*
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
ロシア	名詞,固有名詞,地域,国,*,*,ロシア,ロシア,ロシア
W	名詞,一般,*,*,*,*,*
杯	名詞,接尾,一般,*,*,*,杯,ハイ,ハイ
#	名詞,サ変接続,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
代表	名詞,サ変接続,*,*,*,*,代表,ダイヒョウ,ダイヒョー
南米	名詞,固有名詞,地域,一般,*,*,南米,ナンベイ,ナンベイ
サッカー	名詞,一般,*,*,*,*,サッカー,サッカー,サッカー
で	助詞,格助詞,一般,*,*,*,で,デ,デ
いつも	副詞,一般,*,*,*,*,いつも,イツモ,イツモ
凄い	形容詞,自立,*,*,形容詞・アウオ段,基本形,凄い,スゴイ,スゴイ
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー
って	助詞,格助詞,連語,*,*,*,って,ッテ,ッテ
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ
の	名詞,非自立,一般,*,*,*,の,ノ,ノ
は	助詞,係助詞,*,*,*,*,は,ハ,ワ
、	記号,読点,*,*,*,*,、,、,、
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ
ハイレベル	名詞,一般,*,*,*,*,ハイレベル,ハイレベル,ハイレベル
じゃ	助詞,副助詞,*,*,*,*,じゃ,ジャ,ジャ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
選手	名詞,一般,*,*,*,*,選手,センシュ,センシュ
で	助詞,格助詞,一般,*,*,*,で,デ,デ
も	助詞,係助詞,*,*,*,*,も,モ,モ
、	記号,読点,*,*,*,*,、,、,、
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ
の	助詞,連体化,*,*,*,*,の,ノ,ノ
局面	名詞,一般,*,*,*,*,局面,キョクメン,キョクメン
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
変える	動詞,自立,*,*,一段,基本形,変える,カエル,カエル
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ
ミス	名詞,サ変接続,*,*,*,*,ミス,ミス,ミス
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
滅多	名詞,形容動詞語幹,*,*,*,*,滅多,メッタ,メッタ
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ
し	動詞,自立,*,*,サ変・スル,未然形,する,シ,シ
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
こと	名詞,非自立,一般,*,*,*,こと,コト,コト
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
よっしゃ	感動詞,*,*,*,*,*,よっしゃ,ヨッシャ,ヨッシャ
ゴリ	名詞,一般,*,*,*,*,ゴリ,ゴリ,ゴリ
見れる	動詞,自立,*,*,一段,基本形,見れる,ミレル,ミレル
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
RT	名詞,一般,*,*,*,*,*
@	名詞,サ変接続,*,*,*,*,*
livedoornews	名詞,一般,*,*,*,*,*
:	名詞,サ変接続,*,*,*,*,*
【	記号,括弧開,*,*,*,*,【,【,【
#	名詞,サ変接続,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
戦	名詞,接尾,一般,*,*,*,戦,セン,セン
】	記号,括弧閉,*,*,*,*,】,】,】
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
、	記号,読点,*,*,*,*,、,、,、
先制	名詞,サ変接続,*,*,*,*,先制,センセイ,センセイ
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
許す	動詞,自立,*,*,五段・サ行,基本形,許す,ユルス,ユルス
(	名詞,サ変接続,*,*,*,*,*
前半	名詞,一般,*,*,*,*,前半,ゼンハン,ゼンハン
32	名詞,数,*,*,*,*,*
分	名詞,接尾,助数詞,*,*,*,分,フン,フン
)	名詞,サ変接続,*,*,*,*,*
🇯🇵	記号,一般,*,*,*,*,*
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン
0	名詞,数,*,*,*,*,*
ー	名詞,一般,*,*,*,*,*
1	名詞,数,*,*,*,*,*
パラグアイ	名詞,固有名詞,地域,国,*,*,パラグアイ,パラグアイ,パラグアイ
🇵🇾	記号,一般,*,*,*,*,*
#	名詞,サ変接続,*,*,*,*,*
daihyo	名詞,一般,*,*,*,*,*
…	記号,一般,*,*,*,*,…,…,…
…	記号,一般,*,*,*,*,…,…,…
寝る	動詞,自立,*,*,一段,基本形,寝る,ネル,ネル
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
